,Quarter,Region,State,Purpose,Trips,Latitude,Longitude
21521,1/01/2001,Upper Yarra,Victoria,Visiting,5.5218352,-37.6854,145.915
21522,1/04/2001,Upper Yarra,Victoria,Visiting,4.0364925,-37.6854,145.915
21523,1/07/2001,Upper Yarra,Victoria,Visiting,21.3507201,-37.6854,145.915
21524,1/10/2001,Upper Yarra,Victoria,Visiting,4.1987063,-37.6854,145.915
21525,1/01/2002,Upper Yarra,Victoria,Visiting,34.1201478,-37.6854,145.915
21526,1/04/2002,Upper Yarra,Victoria,Visiting,27.9523182,-37.6854,145.915
21527,1/07/2002,Upper Yarra,Victoria,Visiting,4.6687757,-37.6854,145.915
21528,1/10/2002,Upper Yarra,Victoria,Visiting,16.954198,-37.6854,145.915
21529,1/01/2003,Upper Yarra,Victoria,Visiting,37.9922907,-37.6854,145.915
21530,1/04/2003,Upper Yarra,Victoria,Visiting,13.4093255,-37.6854,145.915
21531,1/07/2003,Upper Yarra,Victoria,Visiting,5.5129309,-37.6854,145.915
21532,1/10/2003,Upper Yarra,Victoria,Visiting,17.8380605,-37.6854,145.915
21533,1/01/2004,Upper Yarra,Victoria,Visiting,7.0829009,-37.6854,145.915
21534,1/04/2004,Upper Yarra,Victoria,Visiting,8.5156271,-37.6854,145.915
21535,1/07/2004,Upper Yarra,Victoria,Visiting,1.050739,-37.6854,145.915
21536,1/10/2004,Upper Yarra,Victoria,Visiting,22.823566,-37.6854,145.915
21537,1/01/2005,Upper Yarra,Victoria,Visiting,21.6973448,-37.6854,145.915
21538,1/04/2005,Upper Yarra,Victoria,Visiting,9.6974088,-37.6854,145.915
21539,1/07/2005,Upper Yarra,Victoria,Visiting,5.9377008,-37.6854,145.915
21540,1/10/2005,Upper Yarra,Victoria,Visiting,13.0052133,-37.6854,145.915
21541,1/01/2006,Upper Yarra,Victoria,Visiting,23.868237,-37.6854,145.915
21542,1/04/2006,Upper Yarra,Victoria,Visiting,9.357172,-37.6854,145.915
21543,1/07/2006,Upper Yarra,Victoria,Visiting,5.752346,-37.6854,145.915
21544,1/10/2006,Upper Yarra,Victoria,Visiting,10.303016,-37.6854,145.915
21545,1/01/2007,Upper Yarra,Victoria,Visiting,23.9523969,-37.6854,145.915
21546,1/04/2007,Upper Yarra,Victoria,Visiting,9.3996647,-37.6854,145.915
21547,1/07/2007,Upper Yarra,Victoria,Visiting,4.1504623,-37.6854,145.915
21548,1/10/2007,Upper Yarra,Victoria,Visiting,6.5333116,-37.6854,145.915
21549,1/01/2008,Upper Yarra,Victoria,Visiting,13.8923477,-37.6854,145.915
21550,1/04/2008,Upper Yarra,Victoria,Visiting,2.8029347,-37.6854,145.915
21551,1/07/2008,Upper Yarra,Victoria,Visiting,10.4496083,-37.6854,145.915
21552,1/10/2008,Upper Yarra,Victoria,Visiting,10.7995212,-37.6854,145.915
21553,1/01/2009,Upper Yarra,Victoria,Visiting,16.2114715,-37.6854,145.915
21554,1/04/2009,Upper Yarra,Victoria,Visiting,20.2039463,-37.6854,145.915
21555,1/07/2009,Upper Yarra,Victoria,Visiting,13.4040342,-37.6854,145.915
21556,1/10/2009,Upper Yarra,Victoria,Visiting,2.0886404,-37.6854,145.915
21557,1/01/2010,Upper Yarra,Victoria,Visiting,7.9968176,-37.6854,145.915
21558,1/04/2010,Upper Yarra,Victoria,Visiting,4.5913674,-37.6854,145.915
21559,1/07/2010,Upper Yarra,Victoria,Visiting,5.6139121,-37.6854,145.915
21560,1/10/2010,Upper Yarra,Victoria,Visiting,4.9308722,-37.6854,145.915
21561,1/01/2011,Upper Yarra,Victoria,Visiting,13.4677415,-37.6854,145.915
21562,1/04/2011,Upper Yarra,Victoria,Visiting,14.0874833,-37.6854,145.915
21563,1/07/2011,Upper Yarra,Victoria,Visiting,1.880442,-37.6854,145.915
21564,1/10/2011,Upper Yarra,Victoria,Visiting,12.6370245,-37.6854,145.915
21565,1/01/2012,Upper Yarra,Victoria,Visiting,1.809923,-37.6854,145.915
21566,1/04/2012,Upper Yarra,Victoria,Visiting,13.229717,-37.6854,145.915
21567,1/07/2012,Upper Yarra,Victoria,Visiting,24.7940677,-37.6854,145.915
21568,1/10/2012,Upper Yarra,Victoria,Visiting,25.1295674,-37.6854,145.915
21569,1/01/2013,Upper Yarra,Victoria,Visiting,11.9063428,-37.6854,145.915
21570,1/04/2013,Upper Yarra,Victoria,Visiting,13.0741271,-37.6854,145.915
21571,1/07/2013,Upper Yarra,Victoria,Visiting,3.2995535,-37.6854,145.915
21572,1/10/2013,Upper Yarra,Victoria,Visiting,7.3075585,-37.6854,145.915
21573,1/01/2014,Upper Yarra,Victoria,Visiting,20.5007782,-37.6854,145.915
21574,1/04/2014,Upper Yarra,Victoria,Visiting,17.7241046,-37.6854,145.915
21575,1/07/2014,Upper Yarra,Victoria,Visiting,6.7395556,-37.6854,145.915
21576,1/10/2014,Upper Yarra,Victoria,Visiting,6.9118968,-37.6854,145.915
21577,1/01/2015,Upper Yarra,Victoria,Visiting,10.9707759,-37.6854,145.915
21578,1/04/2015,Upper Yarra,Victoria,Visiting,16.0314647,-37.6854,145.915
21579,1/07/2015,Upper Yarra,Victoria,Visiting,8.3505804,-37.6854,145.915
21580,1/10/2015,Upper Yarra,Victoria,Visiting,27.7575467,-37.6854,145.915
21581,1/01/2016,Upper Yarra,Victoria,Visiting,13.5399126,-37.6854,145.915
21582,1/04/2016,Upper Yarra,Victoria,Visiting,19.6528092,-37.6854,145.915
21583,1/07/2016,Upper Yarra,Victoria,Visiting,6.7784795,-37.6854,145.915
21584,1/10/2016,Upper Yarra,Victoria,Visiting,14.3734343,-37.6854,145.915
21585,1/01/1998,Western,Victoria,Business,40.6351686,-37.8089,144.9291
21586,1/04/1998,Western,Victoria,Business,14.8288588,-37.8089,144.9291
21587,1/07/1998,Western,Victoria,Business,73.6182868,-37.8089,144.9291
21588,1/10/1998,Western,Victoria,Business,22.5023447,-37.8089,144.9291
21589,1/01/1999,Western,Victoria,Business,40.5177331,-37.8089,144.9291
21590,1/04/1999,Western,Victoria,Business,28.4093652,-37.8089,144.9291
21591,1/07/1999,Western,Victoria,Business,14.1893009,-37.8089,144.9291
21592,1/10/1999,Western,Victoria,Business,26.9133238,-37.8089,144.9291
21593,1/01/2000,Western,Victoria,Business,42.2262179,-37.8089,144.9291
21594,1/04/2000,Western,Victoria,Business,33.3091285,-37.8089,144.9291
21595,1/07/2000,Western,Victoria,Business,50.8338668,-37.8089,144.9291
21596,1/10/2000,Western,Victoria,Business,28.9830486,-37.8089,144.9291
21597,1/01/2001,Western,Victoria,Business,31.4577293,-37.8089,144.9291
21598,1/04/2001,Western,Victoria,Business,30.1949938,-37.8089,144.9291
21599,1/07/2001,Western,Victoria,Business,18.7501418,-37.8089,144.9291
21600,1/10/2001,Western,Victoria,Business,55.1714068,-37.8089,144.9291
21601,1/01/2002,Western,Victoria,Business,19.9233387,-37.8089,144.9291
21602,1/04/2002,Western,Victoria,Business,29.1611757,-37.8089,144.9291
21603,1/07/2002,Western,Victoria,Business,62.4312255,-37.8089,144.9291
21604,1/10/2002,Western,Victoria,Business,29.6603508,-37.8089,144.9291
21605,1/01/2003,Western,Victoria,Business,23.9807594,-37.8089,144.9291
21606,1/04/2003,Western,Victoria,Business,31.9002052,-37.8089,144.9291
21607,1/07/2003,Western,Victoria,Business,37.9190345,-37.8089,144.9291
21608,1/10/2003,Western,Victoria,Business,29.6459011,-37.8089,144.9291
21609,1/01/2004,Western,Victoria,Business,36.2839362,-37.8089,144.9291
21610,1/04/2004,Western,Victoria,Business,64.6147846,-37.8089,144.9291
21611,1/07/2004,Western,Victoria,Business,49.3181822,-37.8089,144.9291
21612,1/10/2004,Western,Victoria,Business,31.3361,-37.8089,144.9291
21613,1/01/2005,Western,Victoria,Business,25.3599332,-37.8089,144.9291
21614,1/04/2005,Western,Victoria,Business,36.4093366,-37.8089,144.9291
21615,1/07/2005,Western,Victoria,Business,17.5878317,-37.8089,144.9291
21616,1/10/2005,Western,Victoria,Business,23.3663355,-37.8089,144.9291
21617,1/01/2006,Western,Victoria,Business,11.49568,-37.8089,144.9291
21618,1/04/2006,Western,Victoria,Business,35.395895,-37.8089,144.9291
21619,1/07/2006,Western,Victoria,Business,14.771533,-37.8089,144.9291
21620,1/10/2006,Western,Victoria,Business,45.520517,-37.8089,144.9291
21621,1/01/2007,Western,Victoria,Business,35.1384414,-37.8089,144.9291
21622,1/04/2007,Western,Victoria,Business,43.0010901,-37.8089,144.9291
21623,1/07/2007,Western,Victoria,Business,15.0997721,-37.8089,144.9291
21624,1/10/2007,Western,Victoria,Business,14.7856385,-37.8089,144.9291
21625,1/01/2008,Western,Victoria,Business,27.7666471,-37.8089,144.9291
21626,1/04/2008,Western,Victoria,Business,21.3253689,-37.8089,144.9291
21627,1/07/2008,Western,Victoria,Business,16.1281157,-37.8089,144.9291
21628,1/10/2008,Western,Victoria,Business,33.1517065,-37.8089,144.9291
21629,1/01/2009,Western,Victoria,Business,11.6411773,-37.8089,144.9291
21630,1/04/2009,Western,Victoria,Business,29.4824907,-37.8089,144.9291
21631,1/07/2009,Western,Victoria,Business,40.60615,-37.8089,144.9291
21632,1/10/2009,Western,Victoria,Business,17.1448443,-37.8089,144.9291
21633,1/01/2010,Western,Victoria,Business,33.2367685,-37.8089,144.9291
21634,1/04/2010,Western,Victoria,Business,25.5049779,-37.8089,144.9291
21635,1/07/2010,Western,Victoria,Business,35.16476,-37.8089,144.9291
21636,1/10/2010,Western,Victoria,Business,25.9749437,-37.8089,144.9291
21637,1/01/2011,Western,Victoria,Business,31.2680471,-37.8089,144.9291
21638,1/04/2011,Western,Victoria,Business,11.0353338,-37.8089,144.9291
21639,1/07/2011,Western,Victoria,Business,20.5689434,-37.8089,144.9291
21640,1/10/2011,Western,Victoria,Business,38.3781483,-37.8089,144.9291
21641,1/01/2012,Western,Victoria,Business,30.7010787,-37.8089,144.9291
21642,1/04/2012,Western,Victoria,Business,45.4880911,-37.8089,144.9291
21643,1/07/2012,Western,Victoria,Business,39.7320298,-37.8089,144.9291
21644,1/10/2012,Western,Victoria,Business,34.4943705,-37.8089,144.9291
21645,1/01/2013,Western,Victoria,Business,14.8003003,-37.8089,144.9291
21646,1/04/2013,Western,Victoria,Business,26.3368915,-37.8089,144.9291
21647,1/07/2013,Western,Victoria,Business,24.6284093,-37.8089,144.9291
21648,1/10/2013,Western,Victoria,Business,51.8105766,-37.8089,144.9291
21649,1/01/2014,Western,Victoria,Business,43.7980127,-37.8089,144.9291
21650,1/04/2014,Western,Victoria,Business,58.7682204,-37.8089,144.9291
21651,1/07/2014,Western,Victoria,Business,31.0627091,-37.8089,144.9291
21652,1/10/2014,Western,Victoria,Business,39.1189761,-37.8089,144.9291
21653,1/01/2015,Western,Victoria,Business,58.2954638,-37.8089,144.9291
21654,1/04/2015,Western,Victoria,Business,26.486062,-37.8089,144.9291
21655,1/07/2015,Western,Victoria,Business,60.189407,-37.8089,144.9291
21656,1/10/2015,Western,Victoria,Business,55.5686131,-37.8089,144.9291
21657,1/01/2016,Western,Victoria,Business,80.1487337,-37.8089,144.9291
21658,1/04/2016,Western,Victoria,Business,45.9682855,-37.8089,144.9291
21659,1/07/2016,Western,Victoria,Business,25.2154907,-37.8089,144.9291
21660,1/10/2016,Western,Victoria,Business,82.86661,-37.8089,144.9291
21661,1/01/1998,Western,Victoria,Holiday,548.4110801,-37.8089,144.9291
21662,1/04/1998,Western,Victoria,Holiday,260.3249222,-37.8089,144.9291
21663,1/07/1998,Western,Victoria,Holiday,197.0433664,-37.8089,144.9291
21664,1/10/1998,Western,Victoria,Holiday,274.8485643,-37.8089,144.9291
21665,1/01/1999,Western,Victoria,Holiday,433.3842552,-37.8089,144.9291
21666,1/04/1999,Western,Victoria,Holiday,267.9078025,-37.8089,144.9291
21667,1/07/1999,Western,Victoria,Holiday,209.5652467,-37.8089,144.9291
21668,1/10/1999,Western,Victoria,Holiday,219.439538,-37.8089,144.9291
21669,1/01/2000,Western,Victoria,Holiday,544.7275361,-37.8089,144.9291
21670,1/04/2000,Western,Victoria,Holiday,237.6777876,-37.8089,144.9291
21671,1/07/2000,Western,Victoria,Holiday,193.4427077,-37.8089,144.9291
21672,1/10/2000,Western,Victoria,Holiday,251.7839393,-37.8089,144.9291
21673,1/01/2001,Western,Victoria,Holiday,421.7033149,-37.8089,144.9291
21674,1/04/2001,Western,Victoria,Holiday,270.1840735,-37.8089,144.9291
21675,1/07/2001,Western,Victoria,Holiday,170.7237533,-37.8089,144.9291
21676,1/10/2001,Western,Victoria,Holiday,230.5746679,-37.8089,144.9291
21677,1/01/2002,Western,Victoria,Holiday,476.5315686,-37.8089,144.9291
21678,1/04/2002,Western,Victoria,Holiday,297.4268954,-37.8089,144.9291
21679,1/07/2002,Western,Victoria,Holiday,197.9022296,-37.8089,144.9291
21680,1/10/2002,Western,Victoria,Holiday,298.5397685,-37.8089,144.9291
21681,1/01/2003,Western,Victoria,Holiday,473.5500406,-37.8089,144.9291
21682,1/04/2003,Western,Victoria,Holiday,247.0907199,-37.8089,144.9291
21683,1/07/2003,Western,Victoria,Holiday,215.9928516,-37.8089,144.9291
21684,1/10/2003,Western,Victoria,Holiday,199.3824401,-37.8089,144.9291
21685,1/01/2004,Western,Victoria,Holiday,430.4234922,-37.8089,144.9291
21686,1/04/2004,Western,Victoria,Holiday,269.8373069,-37.8089,144.9291
21687,1/07/2004,Western,Victoria,Holiday,203.6318365,-37.8089,144.9291
21688,1/10/2004,Western,Victoria,Holiday,217.7895473,-37.8089,144.9291
21689,1/01/2005,Western,Victoria,Holiday,473.8218113,-37.8089,144.9291
21690,1/04/2005,Western,Victoria,Holiday,194.199913,-37.8089,144.9291
21691,1/07/2005,Western,Victoria,Holiday,135.0592488,-37.8089,144.9291
21692,1/10/2005,Western,Victoria,Holiday,179.5488561,-37.8089,144.9291
21693,1/01/2006,Western,Victoria,Holiday,453.315037,-37.8089,144.9291
21694,1/04/2006,Western,Victoria,Holiday,203.844907,-37.8089,144.9291
21695,1/07/2006,Western,Victoria,Holiday,116.840811,-37.8089,144.9291
21696,1/10/2006,Western,Victoria,Holiday,264.886032,-37.8089,144.9291
21697,1/01/2007,Western,Victoria,Holiday,505.8037673,-37.8089,144.9291
21698,1/04/2007,Western,Victoria,Holiday,219.5312912,-37.8089,144.9291
21699,1/07/2007,Western,Victoria,Holiday,206.8736339,-37.8089,144.9291
21700,1/10/2007,Western,Victoria,Holiday,248.0453671,-37.8089,144.9291
21701,1/01/2008,Western,Victoria,Holiday,539.9103266,-37.8089,144.9291
21702,1/04/2008,Western,Victoria,Holiday,220.0524281,-37.8089,144.9291
21703,1/07/2008,Western,Victoria,Holiday,153.4032711,-37.8089,144.9291
21704,1/10/2008,Western,Victoria,Holiday,227.1381177,-37.8089,144.9291
21705,1/01/2009,Western,Victoria,Holiday,447.2375812,-37.8089,144.9291
21706,1/04/2009,Western,Victoria,Holiday,182.593328,-37.8089,144.9291
21707,1/07/2009,Western,Victoria,Holiday,181.3496423,-37.8089,144.9291
21708,1/10/2009,Western,Victoria,Holiday,215.1664458,-37.8089,144.9291
21709,1/01/2010,Western,Victoria,Holiday,400.6806297,-37.8089,144.9291
21710,1/04/2010,Western,Victoria,Holiday,221.8878139,-37.8089,144.9291
21711,1/07/2010,Western,Victoria,Holiday,192.6721048,-37.8089,144.9291
21712,1/10/2010,Western,Victoria,Holiday,176.6857929,-37.8089,144.9291
21713,1/01/2011,Western,Victoria,Holiday,417.5166639,-37.8089,144.9291
21714,1/04/2011,Western,Victoria,Holiday,262.705507,-37.8089,144.9291
21715,1/07/2011,Western,Victoria,Holiday,157.9740303,-37.8089,144.9291
21716,1/10/2011,Western,Victoria,Holiday,236.3298066,-37.8089,144.9291
21717,1/01/2012,Western,Victoria,Holiday,410.4649616,-37.8089,144.9291
21718,1/04/2012,Western,Victoria,Holiday,225.5349923,-37.8089,144.9291
21719,1/07/2012,Western,Victoria,Holiday,136.106127,-37.8089,144.9291
21720,1/10/2012,Western,Victoria,Holiday,224.3961051,-37.8089,144.9291
21721,1/01/2013,Western,Victoria,Holiday,447.0829461,-37.8089,144.9291
21722,1/04/2013,Western,Victoria,Holiday,222.334914,-37.8089,144.9291
21723,1/07/2013,Western,Victoria,Holiday,179.7887806,-37.8089,144.9291
21724,1/10/2013,Western,Victoria,Holiday,303.7552647,-37.8089,144.9291
21725,1/01/2014,Western,Victoria,Holiday,530.3603724,-37.8089,144.9291
21726,1/04/2014,Western,Victoria,Holiday,282.5626587,-37.8089,144.9291
21727,1/07/2014,Western,Victoria,Holiday,171.3648618,-37.8089,144.9291
21728,1/10/2014,Western,Victoria,Holiday,254.1639294,-37.8089,144.9291
21729,1/01/2015,Western,Victoria,Holiday,505.9458144,-37.8089,144.9291
21730,1/04/2015,Western,Victoria,Holiday,274.6954554,-37.8089,144.9291
21731,1/07/2015,Western,Victoria,Holiday,171.6703132,-37.8089,144.9291
21732,1/10/2015,Western,Victoria,Holiday,297.1602268,-37.8089,144.9291
21733,1/01/2016,Western,Victoria,Holiday,466.1558361,-37.8089,144.9291
21734,1/04/2016,Western,Victoria,Holiday,243.8386267,-37.8089,144.9291
21735,1/07/2016,Western,Victoria,Holiday,221.8471363,-37.8089,144.9291
21736,1/10/2016,Western,Victoria,Holiday,277.4105051,-37.8089,144.9291
21737,1/01/1998,Western,Victoria,Other,3.9619775,-37.8089,144.9291
21738,1/04/1998,Western,Victoria,Other,4.3573645,-37.8089,144.9291
21739,1/07/1998,Western,Victoria,Other,2.3903204,-37.8089,144.9291
21740,1/10/1998,Western,Victoria,Other,8.6512531,-37.8089,144.9291
21741,1/01/1999,Western,Victoria,Other,3.1975905,-37.8089,144.9291
21742,1/04/1999,Western,Victoria,Other,7.0497997,-37.8089,144.9291
21743,1/07/1999,Western,Victoria,Other,11.6918153,-37.8089,144.9291
21744,1/10/1999,Western,Victoria,Other,10.1642571,-37.8089,144.9291
21745,1/01/2000,Western,Victoria,Other,9.7122352,-37.8089,144.9291
21746,1/04/2000,Western,Victoria,Other,0,-37.8089,144.9291
21747,1/07/2000,Western,Victoria,Other,5.2221192,-37.8089,144.9291
21748,1/10/2000,Western,Victoria,Other,6.2704385,-37.8089,144.9291
21749,1/01/2001,Western,Victoria,Other,4.113414,-37.8089,144.9291
21750,1/04/2001,Western,Victoria,Other,10.4020787,-37.8089,144.9291
21751,1/07/2001,Western,Victoria,Other,29.3188241,-37.8089,144.9291
21752,1/10/2001,Western,Victoria,Other,5.876199,-37.8089,144.9291
21753,1/01/2002,Western,Victoria,Other,29.4439042,-37.8089,144.9291
21754,1/04/2002,Western,Victoria,Other,5.80509,-37.8089,144.9291
21755,1/07/2002,Western,Victoria,Other,14.154725,-37.8089,144.9291
21756,1/10/2002,Western,Victoria,Other,13.6877326,-37.8089,144.9291
21757,1/01/2003,Western,Victoria,Other,10.9645801,-37.8089,144.9291
21758,1/04/2003,Western,Victoria,Other,5.6322188,-37.8089,144.9291
21759,1/07/2003,Western,Victoria,Other,3.1607053,-37.8089,144.9291
21760,1/10/2003,Western,Victoria,Other,11.5390065,-37.8089,144.9291
21761,1/01/2004,Western,Victoria,Other,0,-37.8089,144.9291
21762,1/04/2004,Western,Victoria,Other,5.5339938,-37.8089,144.9291
21763,1/07/2004,Western,Victoria,Other,5.1166877,-37.8089,144.9291
21764,1/10/2004,Western,Victoria,Other,3.7211106,-37.8089,144.9291
21765,1/01/2005,Western,Victoria,Other,11.5831226,-37.8089,144.9291
21766,1/04/2005,Western,Victoria,Other,18.039814,-37.8089,144.9291
21767,1/07/2005,Western,Victoria,Other,0.3341335,-37.8089,144.9291
21768,1/10/2005,Western,Victoria,Other,0.7156241,-37.8089,144.9291
21769,1/01/2006,Western,Victoria,Other,5.674178,-37.8089,144.9291
21770,1/04/2006,Western,Victoria,Other,5.598155,-37.8089,144.9291
21771,1/07/2006,Western,Victoria,Other,1.452007,-37.8089,144.9291
21772,1/10/2006,Western,Victoria,Other,14.321856,-37.8089,144.9291
21773,1/01/2007,Western,Victoria,Other,5.4304905,-37.8089,144.9291
21774,1/04/2007,Western,Victoria,Other,4.1263881,-37.8089,144.9291
21775,1/07/2007,Western,Victoria,Other,4.2283312,-37.8089,144.9291
21776,1/10/2007,Western,Victoria,Other,9.9168093,-37.8089,144.9291
21777,1/01/2008,Western,Victoria,Other,6.6526556,-37.8089,144.9291
21778,1/04/2008,Western,Victoria,Other,2.5664886,-37.8089,144.9291
21779,1/07/2008,Western,Victoria,Other,5.6522786,-37.8089,144.9291
21780,1/10/2008,Western,Victoria,Other,2.2480239,-37.8089,144.9291
21781,1/01/2009,Western,Victoria,Other,1.7493706,-37.8089,144.9291
21782,1/04/2009,Western,Victoria,Other,3.2908335,-37.8089,144.9291
21783,1/07/2009,Western,Victoria,Other,11.6521167,-37.8089,144.9291
21784,1/10/2009,Western,Victoria,Other,10.5006834,-37.8089,144.9291
21785,1/01/2010,Western,Victoria,Other,6.6997518,-37.8089,144.9291
21786,1/04/2010,Western,Victoria,Other,1.0328804,-37.8089,144.9291
21787,1/07/2010,Western,Victoria,Other,10.3771621,-37.8089,144.9291
21788,1/10/2010,Western,Victoria,Other,9.8550027,-37.8089,144.9291
21789,1/01/2011,Western,Victoria,Other,16.0041271,-37.8089,144.9291
21790,1/04/2011,Western,Victoria,Other,21.2323204,-37.8089,144.9291
21791,1/07/2011,Western,Victoria,Other,7.0645728,-37.8089,144.9291
21792,1/10/2011,Western,Victoria,Other,17.0771295,-37.8089,144.9291
21793,1/01/2012,Western,Victoria,Other,9.4565122,-37.8089,144.9291
21794,1/04/2012,Western,Victoria,Other,4.1623986,-37.8089,144.9291
21795,1/07/2012,Western,Victoria,Other,3.6666541,-37.8089,144.9291
21796,1/10/2012,Western,Victoria,Other,4.1725245,-37.8089,144.9291
21797,1/01/2013,Western,Victoria,Other,6.828121,-37.8089,144.9291
21798,1/04/2013,Western,Victoria,Other,7.665944,-37.8089,144.9291
21799,1/07/2013,Western,Victoria,Other,5.6505523,-37.8089,144.9291
21800,1/10/2013,Western,Victoria,Other,1.6827818,-37.8089,144.9291
21801,1/01/2014,Western,Victoria,Other,3.8818877,-37.8089,144.9291
21802,1/04/2014,Western,Victoria,Other,9.1079992,-37.8089,144.9291
21803,1/07/2014,Western,Victoria,Other,3.7854867,-37.8089,144.9291
21804,1/10/2014,Western,Victoria,Other,17.6136929,-37.8089,144.9291
21805,1/01/2015,Western,Victoria,Other,10.6430623,-37.8089,144.9291
21806,1/04/2015,Western,Victoria,Other,5.5673516,-37.8089,144.9291
21807,1/07/2015,Western,Victoria,Other,4.4716784,-37.8089,144.9291
21808,1/10/2015,Western,Victoria,Other,26.7467793,-37.8089,144.9291
21809,1/01/2016,Western,Victoria,Other,8.899896,-37.8089,144.9291
21810,1/04/2016,Western,Victoria,Other,15.3422681,-37.8089,144.9291
21811,1/07/2016,Western,Victoria,Other,4.6849758,-37.8089,144.9291
21812,1/10/2016,Western,Victoria,Other,13.1311576,-37.8089,144.9291
21813,1/01/1998,Western,Victoria,Visiting,146.3427486,-37.8089,144.9291
21814,1/04/1998,Western,Victoria,Visiting,80.1149054,-37.8089,144.9291
21815,1/07/1998,Western,Victoria,Visiting,69.2697845,-37.8089,144.9291
21816,1/10/1998,Western,Victoria,Visiting,139.96683,-37.8089,144.9291
21817,1/01/1999,Western,Victoria,Visiting,130.7087201,-37.8089,144.9291
21818,1/04/1999,Western,Victoria,Visiting,105.4744452,-37.8089,144.9291
21819,1/07/1999,Western,Victoria,Visiting,81.8139647,-37.8089,144.9291
21820,1/10/1999,Western,Victoria,Visiting,105.9338395,-37.8089,144.9291
21821,1/01/2000,Western,Victoria,Visiting,87.7551083,-37.8089,144.9291
21822,1/04/2000,Western,Victoria,Visiting,73.616504,-37.8089,144.9291
21823,1/07/2000,Western,Victoria,Visiting,66.9388703,-37.8089,144.9291
21824,1/10/2000,Western,Victoria,Visiting,112.0379561,-37.8089,144.9291
21825,1/01/2001,Western,Victoria,Visiting,123.4598547,-37.8089,144.9291
21826,1/04/2001,Western,Victoria,Visiting,78.4580291,-37.8089,144.9291
21827,1/07/2001,Western,Victoria,Visiting,79.832587,-37.8089,144.9291
21828,1/10/2001,Western,Victoria,Visiting,104.2679465,-37.8089,144.9291
21829,1/01/2002,Western,Victoria,Visiting,130.0185928,-37.8089,144.9291
21830,1/04/2002,Western,Victoria,Visiting,101.377473,-37.8089,144.9291
21831,1/07/2002,Western,Victoria,Visiting,102.6860248,-37.8089,144.9291
21832,1/10/2002,Western,Victoria,Visiting,87.9482811,-37.8089,144.9291
21833,1/01/2003,Western,Victoria,Visiting,124.9573366,-37.8089,144.9291
21834,1/04/2003,Western,Victoria,Visiting,171.1171592,-37.8089,144.9291
21835,1/07/2003,Western,Victoria,Visiting,73.8121436,-37.8089,144.9291
21836,1/10/2003,Western,Victoria,Visiting,135.5703079,-37.8089,144.9291
21837,1/01/2004,Western,Victoria,Visiting,153.5633334,-37.8089,144.9291
21838,1/04/2004,Western,Victoria,Visiting,114.1149817,-37.8089,144.9291
21839,1/07/2004,Western,Victoria,Visiting,55.946554,-37.8089,144.9291
21840,1/10/2004,Western,Victoria,Visiting,102.8442361,-37.8089,144.9291
21841,1/01/2005,Western,Victoria,Visiting,157.1103948,-37.8089,144.9291
21842,1/04/2005,Western,Victoria,Visiting,61.4087174,-37.8089,144.9291
21843,1/07/2005,Western,Victoria,Visiting,93.821559,-37.8089,144.9291
21844,1/10/2005,Western,Victoria,Visiting,100.2986974,-37.8089,144.9291
21845,1/01/2006,Western,Victoria,Visiting,109.964655,-37.8089,144.9291
21846,1/04/2006,Western,Victoria,Visiting,96.393651,-37.8089,144.9291
21847,1/07/2006,Western,Victoria,Visiting,85.181272,-37.8089,144.9291
21848,1/10/2006,Western,Victoria,Visiting,105.733399,-37.8089,144.9291
21849,1/01/2007,Western,Victoria,Visiting,129.2254582,-37.8089,144.9291
21850,1/04/2007,Western,Victoria,Visiting,106.7950449,-37.8089,144.9291
21851,1/07/2007,Western,Victoria,Visiting,95.7405359,-37.8089,144.9291
21852,1/10/2007,Western,Victoria,Visiting,85.8385255,-37.8089,144.9291
21853,1/01/2008,Western,Victoria,Visiting,136.2476217,-37.8089,144.9291
21854,1/04/2008,Western,Victoria,Visiting,79.6190348,-37.8089,144.9291
21855,1/07/2008,Western,Victoria,Visiting,75.8178951,-37.8089,144.9291
21856,1/10/2008,Western,Victoria,Visiting,53.6045484,-37.8089,144.9291
21857,1/01/2009,Western,Victoria,Visiting,97.6521999,-37.8089,144.9291
21858,1/04/2009,Western,Victoria,Visiting,91.9304775,-37.8089,144.9291
21859,1/07/2009,Western,Victoria,Visiting,89.2969892,-37.8089,144.9291
21860,1/10/2009,Western,Victoria,Visiting,88.1312729,-37.8089,144.9291
21861,1/01/2010,Western,Victoria,Visiting,129.6592728,-37.8089,144.9291
21862,1/04/2010,Western,Victoria,Visiting,47.250383,-37.8089,144.9291
21863,1/07/2010,Western,Victoria,Visiting,85.7913955,-37.8089,144.9291
21864,1/10/2010,Western,Victoria,Visiting,93.9477013,-37.8089,144.9291
21865,1/01/2011,Western,Victoria,Visiting,113.2154491,-37.8089,144.9291
21866,1/04/2011,Western,Victoria,Visiting,75.1454154,-37.8089,144.9291
21867,1/07/2011,Western,Victoria,Visiting,68.9699651,-37.8089,144.9291
21868,1/10/2011,Western,Victoria,Visiting,72.4753295,-37.8089,144.9291
21869,1/01/2012,Western,Victoria,Visiting,149.1938477,-37.8089,144.9291
21870,1/04/2012,Western,Victoria,Visiting,89.5466689,-37.8089,144.9291
21871,1/07/2012,Western,Victoria,Visiting,71.1277046,-37.8089,144.9291
